temperature,feature_1,feature_2
30.5310001373291,5.827000141143799,2.009000062942505
27.78700065612793,5.692999839782715,2.075999975204468
27.78700065612793,5.1570000648498535,1.741000056266785
25.04400062561035,5.090000152587892,1.9420000314712524
21.947999954223643,5.357999801635742,1.9420000314712524
21.173999786376957,5.625999927520752,2.1429998874664307
22.79199981689453,7.166999816894531,2.9470000267028813
23.143999099731445,7.434999942779541,3.282000064849853
21.66699981689453,5.559000015258789,3.013999938964844
17.445999145507812,4.554999828338623,2.5450000762939453
19.97900009155273,4.956999778747559,2.5450000762939453
20.11899948120117,5.760000228881836,2.5450000762939453
19.20499992370605,4.689000129699707,2.5450000762939453
18.57200050354004,4.689000129699707,2.678999900817871
19.55599975585937,5.090000152587892,2.9470000267028813
17.305000305175778,5.090000152587892,3.1480000019073486
19.48600006103516,4.2199997901916495,2.4110000133514404
19.13400077819824,4.75600004196167,2.344000101089477
20.68199920654297,5.625999927520752,2.880000114440918
18.71199989318848,5.492000102996826,3.013999938964844
17.868000030517578,5.357999801635742,3.013999938964844
18.009000778198242,5.090000152587892,2.9470000267028813
18.009000778198242,4.822999954223633,2.9470000267028813
19.76799964904785,4.622000217437744,2.880000114440918
21.10400009155273,5.223999977111816,3.0810000896453857
19.69700050354004,5.1570000648498535,3.013999938964844
20.048999786376957,5.1570000648498535,3.1480000019073486
20.75200080871582,5.1570000648498535,3.0810000896453857
21.38500022888184,4.554999828338623,3.0810000896453857
22.229999542236328,5.425000190734863,3.282000064849853
20.26000022888184,5.492000102996826,3.282000064849853
21.10400009155273,5.625999927520752,3.2149999141693115
20.61199951171875,5.559000015258789,3.282000064849853
18.36100006103516,5.223999977111816,3.2149999141693115
20.96299934387207,9.913000106811523,4.956999778747559
19.41600036621093,11.788000106811523,5.425000190734863
20.82299995422364,9.645000457763672,4.956999778747559
20.190000534057614,10.381999969482422,5.760000228881836
21.315000534057614,8.77400016784668,4.689000129699707
22.018999099731445,10.449000358581545,5.1570000648498535
20.68199920654297,9.845999717712402,4.822999954223633
25.465999603271484,9.913000106811523,4.822999954223633
25.88800048828125,10.649999618530272,4.689000129699707
27.85700035095215,10.11400032043457,4.3540000915527335
27.295000076293945,9.979999542236328,4.152999877929688
22.229999542236328,9.3100004196167,4.2199997901916495
21.947999954223643,9.444000244140623,4.622000217437744
27.295000076293945,9.444000244140623,4.287000179290772
29.334999084472656,10.381999969482422,5.425000190734863
26.02799987792969,9.779000282287598,5.223999977111816
24.34000015258789,10.381999969482422,4.689000129699707
26.45000076293945,9.779000282287598,4.152999877929688
25.95800018310547,10.717000007629396,4.75600004196167
24.05900001525879,10.3149995803833,4.689000129699707
25.32500076293945,12.592000007629396,5.223999977111816
23.636999130249023,11.119000434875488,4.622000217437744
