0.18182,47.646,0.9738,1.4114
0.36364,47.651,0.97379,1.4113
0.54545,47.645,0.97366,1.4112
0.72727,47.85,0.97767,1.4115
0.90909,47.961,0.99276,1.4107
1.0909,43.917,1.0584,1.4192
1.2727,40.563,1.1094,1.4254
1.4545,37.525,1.1598,1.4313
1.6364,35.349,1.1931,1.4362
1.8182,32.269,1.2439,1.4423
2,30.225,1.2777,1.4463
2.1818,27.173,1.3281,1.4524
2.3636,24.111,1.3785,1.4584
2.5455,22.063,1.4125,1.4626
2.7273,19.006,1.4631,1.4687
2.9091,16.021,1.5124,1.4733
3.0909,14.015,1.5461,1.4773
3.2727,10.973,1.5964,1.4834
3.4545,7.921,1.6468,1.4895
3.6364,4.86,1.6972,1.4955
3.8182,2.825,1.7308,1.4996
4,-0.218,1.7812,1.5054
4.1818,17.829,2.0556,1.6372
4.3636,-6.058,1.8816,1.5155
4.5455,-8.12,1.9151,1.5195
4.7273,-11.149,1.9654,1.5257
4.9091,-14.2,2.016,1.5317
5.0909,-17.272,2.0665,1.5378
5.2727,-19.287,2.0999,1.5419
5.4545,-22.377,2.1503,1.5479
5.6364,-25.416,2.2008,1.5538
5.8182,-28.47,2.2513,1.5597
6,-31.517,2.3019,1.5656
6.1818,-34.312,2.3486,1.5713
6.3636,-36.341,2.382,1.5754
6.5455,-39.38,2.4325,1.5813
6.7273,-42.382,2.4827,1.5873
6.9091,-45.312,2.5328,1.5937
7.0909,-48.425,2.5837,1.5988
7.2727,-50.384,2.6158,1.6023
7.4545,-53.341,2.6662,1.6078
7.6364,-55.307,2.6993,1.6117
7.8182,-58.26,2.7494,1.6172
8,-61.22,2.7994,1.6229
8.1818,-63.163,2.8327,1.6266
8.3636,-66.209,2.8797,1.6321
8.5455,-69.133,2.9292,1.6375
8.7273,-71.046,2.9622,1.6413
8.9091,-73.963,3.012,1.6463
9.0909,-76.679,3.0611,1.6531
9.2727,-79.548,3.1105,1.6582
9.4545,-82.454,3.1601,1.6637
9.6364,-84.387,3.1932,1.6671
9.8182,-87.257,3.2408,1.6726
10,-89.938,3.2888,1.6781
